# accuracy,activation,structure,init_learning_rate,learning_type,regulizer,model
73.74784110535406,relu,63-18-8-27,0.0046,constant,0.04,
73.74784110535406,relu,63-18-8-27,0.0046,adaptive,0.04,
73.57512953367875,tanh,63-18-8-27,0.0076,adaptive,0.04,
73.57512953367875,logistic,63-31-18-27,0.0076,constant,0.06,
73.57512953367875,logistic,63-18-8-27,0.0031,constant,0.0,
73.57512953367875,logistic,63-18-8-27,0.0046,adaptive,0.0,
73.57512953367875,relu,63-31-18-27,0.0061,constant,0.0,
73.57512953367875,relu,63-31-18-27,0.0076,constant,0.0,
73.40241796200345,logistic,63-18-8-27,0.0016,adaptive,0.08,
73.40241796200345,logistic,63-18-8-27,0.0061,adaptive,0.04,
73.40241796200345,logistic,63-18-8-27,0.0076,adaptive,0.04,
73.22970639032815,logistic,63-18-8-27,0.0076,constant,0.06,
73.05699481865285,relu,63-18-8-27,0.0001,adaptive,0.0,
72.88428324697755,tanh,63-18-8-27,0.0001,adaptive,0.04,
72.71157167530224,tanh,63-18-8-27,0.0076,constant,0.06,
72.71157167530224,logistic,63-18-8-27,0.0016,constant,0.06,
72.71157167530224,logistic,63-18-8-27,0.0031,adaptive,0.02,
72.71157167530224,logistic,63-18-8-27,0.0061,adaptive,0.0,
72.71157167530224,relu,63-18-8-27,0.0016,adaptive,0.0,
72.71157167530224,relu,63-18-8-27,0.0061,constant,0.08,
72.36614853195165,tanh,63-18-8-27,0.0031,constant,0.06,
72.19343696027633,logistic,63-18-8-27,0.0001,adaptive,0.06,
72.19343696027633,logistic,63-18-8-27,0.0046,constant,0.02,
72.19343696027633,relu,63-31-18-27,0.0001,adaptive,0.06,
72.02072538860104,logistic,63-18-8-27,0.0031,adaptive,0.04,
72.02072538860104,relu,63-18-8-27,0.0031,constant,0.0,
71.84801381692574,logistic,63-18-8-27,0.0016,constant,0.08,
71.84801381692574,logistic,63-18-8-27,0.0046,adaptive,0.06,
71.84801381692574,relu,63-18-8-27,0.0076,adaptive,0.04,
71.67530224525042,logistic,63-18-8-27,0.0061,constant,0.0,
71.50259067357513,logistic,63-18-8-27,0.0016,adaptive,0.06,
71.32987910189983,tanh,63-18-8-27,0.0001,adaptive,0.0,
71.15716753022453,relu,63-18-8-27,0.0061,constant,0.0,
70.98445595854922,logistic,63-18-8-27,0.0031,adaptive,0.08,
70.98445595854922,logistic,63-18-8-27,0.0076,constant,0.08,
70.98445595854922,relu,63-18-8-27,0.0016,constant,0.08,
70.29360967184802,logistic,63-18-8-27,0.0001,constant,0.0,
70.29360967184802,logistic,63-18-8-27,0.0001,constant,0.02,
70.29360967184802,logistic,63-18-8-27,0.0016,adaptive,0.0,
70.29360967184802,relu,63-18-8-27,0.0031,adaptive,0.0,
70.12089810017271,relu,63-18-8-27,0.0061,adaptive,0.06,
69.94818652849742,logistic,63-18-8-27,0.0031,adaptive,0.0,
69.94818652849742,logistic,63-18-8-27,0.0076,adaptive,0.0,
69.77547495682211,logistic,63-18-8-27,0.0001,constant,0.04,
69.77547495682211,logistic,63-18-8-27,0.0016,constant,0.0,
69.77547495682211,relu,63-31-18-27,0.0076,adaptive,0.0,
69.43005181347151,relu,63-18-8-27,0.0016,adaptive,0.02,
69.43005181347151,relu,63-18-8-27,0.0016,adaptive,0.04,
69.08462867012089,logistic,63-18-8-27,0.0046,constant,0.0,
68.9119170984456,logistic,63-18-8-27,0.0001,adaptive,0.0,
68.39378238341969,relu,63-18-8-27,0.0076,adaptive,0.0,
68.22107081174438,relu,63-18-8-27,0.0046,adaptive,0.08,
68.22107081174438,relu,63-18-8-27,0.0061,adaptive,0.08,
68.04835924006909,relu,63-18-8-27,0.0001,adaptive,0.06,
67.01208981001727,relu,63-18-8-27,0.0076,adaptive,0.08,
66.14853195164075,relu,63-18-8-27,0.0016,adaptive,0.06,
65.97582037996546,relu,63-18-8-27,0.0061,adaptive,0.04,
65.45768566493955,relu,63-18-8-27,0.0031,constant,0.02,
65.28497409326425,relu,63-18-8-27,0.0046,constant,0.02,
64.76683937823834,relu,63-18-8-27,0.0016,adaptive,0.08,
64.59412780656304,relu,63-18-8-27,0.0061,constant,0.06,
64.42141623488774,relu,63-18-8-27,0.0031,constant,0.04,
63.903281519861835,relu,63-18-8-27,0.0016,constant,0.06,
63.03972366148531,relu,63-18-8-27,0.0076,constant,0.06,
61.6580310880829,relu,63-18-8-27,0.0046,constant,0.0,
61.3126079447323,relu,63-18-8-27,0.0061,constant,0.02,
59.758203799654574,relu,63-18-8-27,0.0076,constant,0.02,
59.41278065630398,relu,63-18-8-27,0.0031,adaptive,0.06,
58.37651122625216,relu,63-18-8-27,0.0001,adaptive,0.08,
57.51295336787565,relu,63-18-8-27,0.0016,constant,0.02,
55.613126079447326,relu,63-18-8-27,0.0001,adaptive,0.02,
53.54058721934369,relu,63-18-8-27,0.0061,constant,0.04,
50.77720207253886,relu,63-18-8-27,0.0001,adaptive,0.04,
50.431778929188255,relu,63-18-8-27,0.0031,adaptive,0.08,
47.49568221070812,relu,63-18-8-27,0.0046,adaptive,0.02,
46.45941278065631,relu,63-18-8-27,0.0001,constant,0.02,
37.65112262521589,relu,63-18-8-27,0.0076,constant,0.08,
34.024179620034545,relu,63-18-8-27,0.0031,constant,0.06,
25.215889464594127,relu,63-18-8-27,0.0061,adaptive,0.0,
5.181347150259067,relu,63-18-8-27,0.0031,adaptive,0.04,
5.181347150259067,relu,63-18-8-27,0.0046,adaptive,0.0,
