# validation_accuracy,testing_accuracy,activation,structure,init_learning_rate,learning_type,regulizer,model
83.24697754749567,91.46482122260669,relu,63-36-27,0.5,adaptive,0.4,
83.24697754749567,93.02191464821222,relu,63-36-27,0.5,adaptive,0.07,
83.07426597582038,90.08073817762399,tanh,63-18-27,0.007,adaptive,0.4,
83.07426597582038,93.19492502883506,tanh,63-36-27,0.05,adaptive,0.5,
83.07426597582038,94.11764705882352,tanh,63-36-27,0.001,adaptive,0.4,
83.07426597582038,99.94232987312573,tanh,63-51-39-27,0.01,adaptive,0.5,
83.07426597582038,99.53863898500576,tanh,63-51-39-27,0.001,adaptive,0.7,
83.07426597582038,100.0,tanh,63-51-39-27,0.001,adaptive,0.07,
83.07426597582038,99.94232987312573,tanh,63-51-39-27,0.0001,adaptive,0.4,
83.07426597582038,97.46251441753172,tanh,63-42-27-27,0.001,adaptive,0.7,
83.07426597582038,91.17647058823529,logistic,63-18-27,0.01,adaptive,0.04,
83.07426597582038,90.3114186851211,logistic,63-18-27,0.05,adaptive,0.07,
83.07426597582038,91.4071510957324,logistic,63-18-27,0.004,adaptive,0.05,
83.07426597582038,90.71510957324107,logistic,63-18-27,0.004,adaptive,0.07,
83.07426597582038,92.04152249134948,logistic,63-18-27,0.0001,adaptive,0.04,
83.07426597582038,94.23298731257209,logistic,63-36-27,0.4,adaptive,0.1,
83.07426597582038,96.30911188004615,logistic,63-36-27,0.01,adaptive,0.07,
83.07426597582038,93.3679354094579,logistic,63-36-27,0.04,adaptive,0.1,
83.07426597582038,95.040369088812,logistic,63-36-27,0.04,adaptive,0.05,
83.07426597582038,96.53979238754326,logistic,63-36-27,0.07,adaptive,0.007,
83.07426597582038,97.80853517877739,logistic,63-36-27,0.001,adaptive,0.004,
83.07426597582038,96.88581314878893,logistic,63-36-27,0.004,adaptive,0.04,
83.07426597582038,95.38638985005767,logistic,63-36-27,0.0001,adaptive,0.05,
83.07426597582038,97.46251441753172,logistic,63-36-27,0.0004,adaptive,0.04,
83.07426597582038,99.76931949250289,logistic,63-51-39-27,0.0005,adaptive,0.07,
83.07426597582038,100.0,logistic,63-51-39-27,0.0007,adaptive,0.04,
83.07426597582038,98.6159169550173,logistic,63-42-27-27,0.4,adaptive,0.05,
83.07426597582038,98.44290657439446,logistic,63-42-27-27,0.07,adaptive,0.07,
83.07426597582038,97.75086505190312,logistic,63-42-27-27,0.005,adaptive,0.1,
83.07426597582038,94.11764705882352,relu,63-36-27,0.07,adaptive,0.04,
83.07426597582038,95.040369088812,relu,63-36-27,0.0004,adaptive,0.05,
82.90155440414507,92.7912341407151,tanh,63-18-27,0.1,adaptive,0.1,
82.90155440414507,93.25259515570934,tanh,63-18-27,0.4,adaptive,0.1,
82.90155440414507,93.42560553633218,tanh,63-18-27,0.07,adaptive,0.1,
82.90155440414507,93.3679354094579,tanh,63-36-27,0.1,adaptive,0.5,
82.90155440414507,92.09919261822375,tanh,63-36-27,0.0001,adaptive,0.7,
82.90155440414507,100.0,tanh,63-51-39-27,0.01,adaptive,0.05,
82.90155440414507,99.19261822376009,tanh,63-51-39-27,0.05,adaptive,0.7,
82.90155440414507,99.76931949250289,tanh,63-51-39-27,0.07,adaptive,0.5,
82.90155440414507,99.65397923875432,tanh,63-51-39-27,0.0001,adaptive,0.5,
82.90155440414507,99.4232987312572,tanh,63-51-39-27,0.0004,adaptive,0.5,
82.90155440414507,98.0392156862745,tanh,63-42-27-27,0.1,adaptive,0.7,
82.90155440414507,97.75086505190312,tanh,63-42-27-27,0.07,adaptive,0.7,
82.90155440414507,99.07727797001154,tanh,63-42-27-27,0.0001,adaptive,0.5,
82.90155440414507,99.13494809688581,tanh,63-42-27-27,0.0004,adaptive,0.5,
82.90155440414507,92.04152249134948,logistic,63-18-27,0.4,adaptive,0.0007,
82.90155440414507,90.94579008073818,logistic,63-18-27,0.5,adaptive,0.1,
82.90155440414507,90.8881199538639,logistic,63-18-27,0.7,adaptive,0.07,
82.90155440414507,92.04152249134948,logistic,63-18-27,0.01,adaptive,0.05,
82.90155440414507,92.56055363321799,logistic,63-18-27,0.07,adaptive,0.05,
82.90155440414507,89.56170703575548,logistic,63-18-27,0.005,adaptive,0.1,
82.90155440414507,90.3114186851211,logistic,63-18-27,0.007,adaptive,0.004,
82.90155440414507,89.73471741637832,logistic,63-18-27,0.0005,adaptive,0.1,
82.90155440414507,90.02306805074971,logistic,63-18-27,0.0007,adaptive,0.07,
82.90155440414507,94.11764705882352,logistic,63-36-27,0.7,adaptive,0.1,
82.90155440414507,97.23183391003461,logistic,63-36-27,0.7,adaptive,0.04,
82.90155440414507,96.36678200692042,logistic,63-36-27,0.07,adaptive,0.05,
82.90155440414507,95.8477508650519,logistic,63-36-27,0.001,adaptive,0.07,
82.90155440414507,97.40484429065745,logistic,63-36-27,0.007,adaptive,0.05,
82.90155440414507,96.36678200692042,logistic,63-36-27,0.0004,adaptive,0.007,
82.90155440414507,96.65513264129181,logistic,63-36-27,0.0005,adaptive,0.04,
82.90155440414507,97.23183391003461,logistic,63-36-27,0.0005,adaptive,0.05,
82.90155440414507,99.7116493656286,logistic,63-51-39-27,0.1,adaptive,0.07,
82.90155440414507,98.84659746251442,logistic,63-42-27-27,0.7,adaptive,0.1,
82.90155440414507,97.40484429065745,logistic,63-42-27-27,0.04,adaptive,0.07,
82.90155440414507,98.38523644752019,logistic,63-42-27-27,0.0005,adaptive,0.1,
82.90155440414507,93.71395617070357,relu,63-36-27,0.5,adaptive,0.1,
82.90155440414507,93.02191464821222,relu,63-36-27,0.007,adaptive,0.1,
82.90155440414507,90.25374855824683,relu,63-36-27,0.0001,adaptive,0.7,
82.90155440414507,94.23298731257209,relu,63-36-27,0.0007,adaptive,0.05,
82.90155440414507,92.61822376009228,relu,63-36-27,0.0007,adaptive,0.07,
82.90155440414507,95.73241061130334,relu,63-51-39-27,0.07,adaptive,0.4,
82.90155440414507,98.15455594002307,relu,63-51-39-27,0.001,adaptive,0.005,
82.90155440414507,94.80968858131487,relu,63-51-39-27,0.007,adaptive,0.4,
82.90155440414507,91.58016147635524,relu,63-42-27-27,0.1,adaptive,0.0005,
82.72884283246978,90.02306805074971,tanh,63-18-27,0.5,adaptive,0.4,
82.72884283246978,90.77277970011534,tanh,63-18-27,0.04,adaptive,0.4,
82.72884283246978,92.84890426758939,tanh,63-18-27,0.0005,adaptive,0.1,
82.72884283246978,90.65743944636678,tanh,63-18-27,0.0005,adaptive,0.4,
82.72884283246978,93.59861591695503,tanh,63-36-27,0.4,adaptive,0.5,
82.72884283246978,95.50173010380622,tanh,63-36-27,0.5,adaptive,0.4,
82.72884283246978,94.1753171856978,tanh,63-36-27,0.7,adaptive,0.5,
82.72884283246978,94.34832756632065,tanh,63-36-27,0.01,adaptive,0.4,
82.72884283246978,99.76931949250289,tanh,63-36-27,0.01,adaptive,0.04,
82.72884283246978,94.05997693194925,tanh,63-36-27,0.0005,adaptive,0.5,
82.72884283246978,99.94232987312573,tanh,63-51-39-27,0.1,adaptive,0.4,
82.72884283246978,99.25028835063438,tanh,63-51-39-27,0.1,adaptive,0.7,
82.72884283246978,99.53863898500576,tanh,63-51-39-27,0.7,adaptive,0.7,
82.72884283246978,99.7116493656286,tanh,63-51-39-27,0.001,adaptive,0.5,
82.72884283246978,99.76931949250289,tanh,63-51-39-27,0.004,adaptive,0.4,
82.72884283246978,99.01960784313727,tanh,63-51-39-27,0.005,adaptive,0.7,
82.72884283246978,100.0,tanh,63-51-39-27,0.0005,adaptive,0.05,
82.72884283246978,98.09688581314879,tanh,63-42-27-27,0.004,adaptive,0.5,
82.72884283246978,98.32756632064591,tanh,63-42-27-27,0.005,adaptive,0.7,
82.72884283246978,97.92387543252595,tanh,63-42-27-27,0.0001,adaptive,0.7,
82.72884283246978,90.8881199538639,logistic,63-18-27,0.05,adaptive,0.1,
82.72884283246978,90.48442906574394,logistic,63-18-27,0.001,adaptive,0.04,
82.72884283246978,91.29181084198386,logistic,63-18-27,0.001,adaptive,0.07,
82.72884283246978,90.8881199538639,logistic,63-18-27,0.007,adaptive,0.07,
82.72884283246978,89.79238754325259,logistic,63-18-27,0.0001,adaptive,0.1,
82.72884283246978,90.71510957324107,logistic,63-18-27,0.0004,adaptive,0.1,
82.72884283246978,91.58016147635524,logistic,63-18-27,0.0005,adaptive,0.0007,
82.72884283246978,94.63667820069203,logistic,63-36-27,0.1,adaptive,0.1,
82.72884283246978,96.82814302191464,logistic,63-36-27,0.7,adaptive,0.05,
82.72884283246978,98.0392156862745,logistic,63-36-27,0.04,adaptive,0.004,
82.72884283246978,96.25144175317186,logistic,63-36-27,0.004,adaptive,0.05,
82.72884283246978,94.92502883506344,logistic,63-36-27,0.007,adaptive,0.1,
82.72884283246978,97.28950403690888,logistic,63-36-27,0.007,adaptive,0.007,
82.72884283246978,94.63667820069203,logistic,63-36-27,0.0004,adaptive,0.1,
82.72884283246978,95.90542099192618,logistic,63-36-27,0.0007,adaptive,0.07,
82.72884283246978,99.30795847750865,logistic,63-51-39-27,0.4,adaptive,0.1,
82.72884283246978,99.88465974625143,logistic,63-51-39-27,0.05,adaptive,0.07,
82.72884283246978,100.0,logistic,63-51-39-27,0.001,adaptive,0.04,
82.72884283246978,99.76931949250289,logistic,63-51-39-27,0.001,adaptive,0.05,
82.72884283246978,99.25028835063438,logistic,63-51-39-27,0.007,adaptive,0.1,
82.72884283246978,99.7116493656286,logistic,63-51-39-27,0.007,adaptive,0.07,
82.72884283246978,100.0,logistic,63-51-39-27,0.0005,adaptive,0.04,
82.72884283246978,98.0392156862745,logistic,63-42-27-27,0.5,adaptive,0.1,
82.72884283246978,98.0392156862745,logistic,63-42-27-27,0.0001,adaptive,0.1,
82.72884283246978,97.69319492502883,logistic,63-42-27-27,0.0004,adaptive,0.1,
82.72884283246978,98.9042675893887,logistic,63-42-27-27,0.0007,adaptive,0.07,
82.72884283246978,91.00346020761245,relu,63-36-27,0.004,adaptive,0.07,
82.72884283246978,94.34832756632065,relu,63-36-27,0.005,adaptive,0.1,
82.72884283246978,92.32987312572088,relu,63-36-27,0.0004,adaptive,0.07,
82.72884283246978,92.61822376009228,relu,63-36-27,0.0007,adaptive,0.4,
82.72884283246978,93.19492502883506,relu,63-51-39-27,0.1,adaptive,0.4,
82.72884283246978,96.25144175317186,relu,63-51-39-27,0.07,adaptive,0.0005,
82.72884283246978,97.17416378316032,relu,63-51-39-27,0.001,adaptive,0.5,
82.72884283246978,94.40599769319492,relu,63-51-39-27,0.0007,adaptive,0.0001,
82.72884283246978,93.3679354094579,relu,63-42-27-27,0.4,adaptive,0.4,
82.72884283246978,93.25259515570934,relu,63-42-27-27,0.7,adaptive,0.7,
82.72884283246978,92.56055363321799,relu,63-42-27-27,0.005,adaptive,0.7,
82.72884283246978,91.58016147635524,relu,63-42-27-27,0.0007,adaptive,0.05,
82.55613126079447,89.79238754325259,tanh,63-18-27,0.001,adaptive,0.4,
82.55613126079447,94.7520184544406,tanh,63-36-27,0.1,adaptive,0.4,
82.55613126079447,99.25028835063438,tanh,63-36-27,0.4,adaptive,0.1,
82.55613126079447,98.26989619377161,tanh,63-36-27,0.7,adaptive,0.05,
82.55613126079447,91.6955017301038,tanh,63-36-27,0.01,adaptive,0.7,
82.55613126079447,98.09688581314879,tanh,63-36-27,0.07,adaptive,0.07,
82.55613126079447,91.29181084198386,tanh,63-36-27,0.001,adaptive,0.7,
82.55613126079447,93.71395617070357,tanh,63-36-27,0.004,adaptive,0.5,
82.55613126079447,93.59861591695503,tanh,63-36-27,0.005,adaptive,0.5,
82.55613126079447,95.15570934256056,tanh,63-36-27,0.007,adaptive,0.4,
82.55613126079447,93.3679354094579,tanh,63-36-27,0.007,adaptive,0.5,
82.55613126079447,99.13494809688581,tanh,63-36-27,0.007,adaptive,0.05,
82.55613126079447,92.15686274509804,tanh,63-36-27,0.0004,adaptive,0.7,
82.55613126079447,95.09803921568627,tanh,63-36-27,0.0005,adaptive,0.4,
82.55613126079447,99.07727797001154,tanh,63-36-27,0.0007,adaptive,0.1,
82.55613126079447,92.09919261822375,tanh,63-36-27,0.0007,adaptive,0.7,
82.55613126079447,100.0,tanh,63-51-39-27,0.1,adaptive,0.07,
82.55613126079447,99.36562860438293,tanh,63-51-39-27,0.01,adaptive,0.7,
82.55613126079447,99.7116493656286,tanh,63-51-39-27,0.004,adaptive,0.5,
82.55613126079447,99.19261822376009,tanh,63-51-39-27,0.0001,adaptive,0.7,
82.55613126079447,99.25028835063438,tanh,63-42-27-27,0.07,adaptive,0.4,
82.55613126079447,98.6159169550173,tanh,63-42-27-27,0.005,adaptive,0.5,
82.55613126079447,98.6159169550173,tanh,63-42-27-27,0.007,adaptive,0.4,
82.55613126079447,89.5040369088812,logistic,63-18-27,0.4,adaptive,0.1,
82.55613126079447,90.77277970011534,logistic,63-18-27,0.05,adaptive,0.05,
82.55613126079447,91.4071510957324,logistic,63-18-27,0.004,adaptive,0.04,
82.55613126079447,95.5594002306805,logistic,63-36-27,0.5,adaptive,0.05,
82.55613126079447,95.44405997693195,logistic,63-36-27,0.05,adaptive,0.07,
82.55613126079447,96.1361014994233,logistic,63-36-27,0.005,adaptive,0.05,
82.55613126079447,97.00115340253748,logistic,63-36-27,0.007,adaptive,0.04,
82.55613126079447,94.69434832756633,logistic,63-36-27,0.0001,adaptive,0.1,
82.55613126079447,99.25028835063438,logistic,63-51-39-27,0.1,adaptive,0.1,
82.55613126079447,99.94232987312573,logistic,63-51-39-27,0.1,adaptive,0.05,
82.55613126079447,99.13494809688581,logistic,63-51-39-27,0.07,adaptive,0.1,
82.55613126079447,99.59630911188005,logistic,63-51-39-27,0.001,adaptive,0.07,
82.55613126079447,100.0,logistic,63-51-39-27,0.004,adaptive,0.05,
82.55613126079447,100.0,logistic,63-51-39-27,0.007,adaptive,0.05,
82.55613126079447,99.53863898500576,logistic,63-51-39-27,0.0001,adaptive,0.1,
82.55613126079447,99.76931949250289,logistic,63-51-39-27,0.0004,adaptive,0.07,
82.55613126079447,97.69319492502883,logistic,63-42-27-27,0.5,adaptive,0.04,
82.55613126079447,97.40484429065745,logistic,63-42-27-27,0.001,adaptive,0.1,
82.55613126079447,98.73125720876585,logistic,63-42-27-27,0.0004,adaptive,0.05,
82.55613126079447,91.06113033448673,relu,63-18-27,0.4,adaptive,0.1,
82.55613126079447,88.63898500576701,relu,63-18-27,0.07,adaptive,0.007,
82.55613126079447,95.73241061130334,relu,63-36-27,0.4,adaptive,0.1,
82.55613126079447,95.27104959630911,relu,63-36-27,0.4,adaptive,0.0005,
82.55613126079447,91.4071510957324,relu,63-36-27,0.07,adaptive,0.5,
82.55613126079447,94.23298731257209,relu,63-36-27,0.001,adaptive,0.1,
82.55613126079447,93.25259515570934,relu,63-36-27,0.001,adaptive,0.04,
82.55613126079447,91.4071510957324,relu,63-36-27,0.007,adaptive,0.4,
82.55613126079447,91.86851211072664,relu,63-36-27,0.007,adaptive,0.5,
82.55613126079447,94.29065743944636,relu,63-36-27,0.007,adaptive,0.07,
82.55613126079447,93.71395617070357,relu,63-36-27,0.0001,adaptive,0.05,
82.55613126079447,93.42560553633218,relu,63-36-27,0.0005,adaptive,0.4,
82.55613126079447,93.02191464821222,relu,63-36-27,0.0007,adaptive,0.5,
82.55613126079447,96.36678200692042,relu,63-51-39-27,0.4,adaptive,0.4,
82.55613126079447,98.0392156862745,relu,63-51-39-27,0.7,adaptive,0.4,
82.55613126079447,97.98154555940023,relu,63-51-39-27,0.005,adaptive,0.0007,
82.55613126079447,95.15570934256056,relu,63-51-39-27,0.0001,adaptive,0.5,
82.55613126079447,90.83044982698962,relu,63-42-27-27,0.07,adaptive,0.7,
82.55613126079447,93.19492502883506,relu,63-42-27-27,0.0001,adaptive,0.4,
82.38341968911918,90.02306805074971,tanh,63-18-27,0.7,adaptive,0.4,
82.38341968911918,90.77277970011534,tanh,63-18-27,0.01,adaptive,0.4,
82.38341968911918,92.67589388696655,tanh,63-18-27,0.001,adaptive,0.05,
82.38341968911918,92.67589388696655,tanh,63-18-27,0.0001,adaptive,0.1,
82.38341968911918,90.25374855824683,tanh,63-18-27,0.0001,adaptive,0.4,
82.38341968911918,88.58131487889274,tanh,63-18-27,0.0001,adaptive,0.7,
82.38341968911918,94.69434832756633,tanh,63-36-27,0.7,adaptive,0.4,
82.38341968911918,93.31026528258363,tanh,63-36-27,0.01,adaptive,0.5,
82.38341968911918,99.25028835063438,tanh,63-36-27,0.01,adaptive,0.05,
82.38341968911918,94.86735870818916,tanh,63-36-27,0.04,adaptive,0.4,
82.38341968911918,92.04152249134948,tanh,63-36-27,0.04,adaptive,0.7,
82.38341968911918,92.44521337946944,tanh,63-36-27,0.05,adaptive,0.7,
82.38341968911918,99.36562860438293,tanh,63-36-27,0.05,adaptive,0.05,
82.38341968911918,98.44290657439446,tanh,63-36-27,0.07,adaptive,0.1,
82.38341968911918,94.80968858131487,tanh,63-36-27,0.07,adaptive,0.4,
82.38341968911918,99.01960784313727,tanh,63-36-27,0.001,adaptive,0.1,
82.38341968911918,91.98385236447521,tanh,63-36-27,0.004,adaptive,0.7,
82.38341968911918,100.0,tanh,63-51-39-27,0.1,adaptive,0.1,
82.38341968911918,99.82698961937716,tanh,63-51-39-27,0.001,adaptive,0.4,
82.38341968911918,100.0,tanh,63-51-39-27,0.001,adaptive,0.05,
82.38341968911918,99.30795847750865,tanh,63-51-39-27,0.004,adaptive,0.7,
82.38341968911918,99.30795847750865,tanh,63-51-39-27,0.007,adaptive,0.7,
82.38341968911918,100.0,tanh,63-51-39-27,0.0001,adaptive,0.1,
82.38341968911918,100.0,tanh,63-51-39-27,0.0004,adaptive,0.1,
82.38341968911918,98.9042675893887,tanh,63-42-27-27,0.5,adaptive,0.5,
82.38341968911918,98.96193771626297,tanh,63-42-27-27,0.7,adaptive,0.5,
82.38341968911918,99.30795847750865,tanh,63-42-27-27,0.0005,adaptive,0.4,
82.38341968911918,90.59976931949251,logistic,63-18-27,0.04,adaptive,0.01,
82.38341968911918,90.83044982698962,logistic,63-18-27,0.0005,adaptive,0.07,
82.38341968911918,95.38638985005767,logistic,63-36-27,0.1,adaptive,0.07,
82.38341968911918,97.46251441753172,logistic,63-36-27,0.5,adaptive,0.007,
82.38341968911918,97.00115340253748,logistic,63-36-27,0.01,adaptive,0.04,
82.38341968911918,96.19377162629758,logistic,63-36-27,0.05,adaptive,0.01,
82.38341968911918,97.75086505190312,logistic,63-36-27,0.05,adaptive,0.04,
82.38341968911918,95.96309111880046,logistic,63-36-27,0.07,adaptive,0.07,
82.38341968911918,96.42445213379469,logistic,63-36-27,0.001,adaptive,0.05,
82.38341968911918,95.73241061130334,logistic,63-36-27,0.004,adaptive,0.07,
82.38341968911918,96.25144175317186,logistic,63-36-27,0.007,adaptive,0.01,
82.38341968911918,96.65513264129181,logistic,63-36-27,0.0007,adaptive,0.04,
82.38341968911918,96.19377162629758,logistic,63-36-27,0.0007,adaptive,0.007,
82.38341968911918,90.65743944636678,logistic,63-51-39-27,0.4,adaptive,0.4,
82.38341968911918,99.07727797001154,logistic,63-51-39-27,0.7,adaptive,0.1,
82.38341968911918,99.94232987312573,logistic,63-51-39-27,0.7,adaptive,0.05,
82.38341968911918,99.53863898500576,logistic,63-51-39-27,0.005,adaptive,0.1,
82.38341968911918,99.53863898500576,logistic,63-51-39-27,0.0001,adaptive,0.07,
82.38341968911918,98.9042675893887,logistic,63-42-27-27,0.1,adaptive,0.05,
82.38341968911918,98.32756632064591,logistic,63-42-27-27,0.4,adaptive,0.07,
82.38341968911918,99.01960784313727,logistic,63-42-27-27,0.7,adaptive,0.07,
82.38341968911918,97.69319492502883,logistic,63-42-27-27,0.004,adaptive,0.1,
82.38341968911918,99.07727797001154,logistic,63-42-27-27,0.004,adaptive,0.07,
82.38341968911918,97.75086505190312,logistic,63-42-27-27,0.005,adaptive,0.07,
82.38341968911918,97.69319492502883,logistic,63-42-27-27,0.007,adaptive,0.1,
82.38341968911918,90.3114186851211,relu,63-18-27,0.0001,adaptive,0.0005,
82.38341968911918,92.32987312572088,relu,63-36-27,0.4,adaptive,0.4,
82.38341968911918,90.54209919261822,relu,63-36-27,0.4,adaptive,0.7,
82.38341968911918,90.13840830449827,relu,63-36-27,0.7,adaptive,0.5,
82.38341968911918,93.54094579008074,relu,63-36-27,0.7,adaptive,0.07,
82.38341968911918,94.63667820069203,relu,63-36-27,0.04,adaptive,0.01,
82.38341968911918,96.07843137254902,relu,63-36-27,0.005,adaptive,0.0005,
82.38341968911918,92.04152249134948,relu,63-36-27,0.0001,adaptive,0.4,
82.38341968911918,91.6955017301038,relu,63-36-27,0.0004,adaptive,0.5,
82.38341968911918,97.46251441753172,relu,63-51-39-27,0.007,adaptive,0.0005,
82.38341968911918,96.07843137254902,relu,63-51-39-27,0.0001,adaptive,0.4,
82.38341968911918,98.32756632064591,relu,63-51-39-27,0.0004,adaptive,0.0001,
82.38341968911918,94.57900807381776,relu,63-42-27-27,0.004,adaptive,0.07,
82.38341968911918,91.81084198385237,relu,63-42-27-27,0.004,adaptive,0.0004,
82.21070811744386,93.02191464821222,tanh,63-18-27,0.1,adaptive,0.07,
82.21070811744386,94.23298731257209,tanh,63-18-27,0.01,adaptive,0.05,
82.21070811744386,89.73471741637832,tanh,63-18-27,0.04,adaptive,0.5,
82.21070811744386,93.6562860438293,tanh,63-18-27,0.004,adaptive,0.05,
82.21070811744386,90.02306805074971,tanh,63-18-27,0.005,adaptive,0.5,
82.21070811744386,93.42560553633218,tanh,63-18-27,0.005,adaptive,0.07,
82.21070811744386,89.33102652825836,tanh,63-18-27,0.0007,adaptive,0.5,
82.21070811744386,99.88465974625143,tanh,63-36-27,0.1,adaptive,0.04,
82.21070811744386,94.92502883506344,tanh,63-36-27,0.4,adaptive,0.4,
82.21070811744386,93.88696655132641,tanh,63-36-27,0.04,adaptive,0.5,
82.21070811744386,99.13494809688581,tanh,63-36-27,0.005,adaptive,0.05,
82.21070811744386,94.57900807381776,tanh,63-36-27,0.0001,adaptive,0.4,
82.21070811744386,98.84659746251442,tanh,63-36-27,0.0004,adaptive,0.1,
82.21070811744386,94.29065743944636,tanh,63-36-27,0.0004,adaptive,0.4,
82.21070811744386,94.34832756632065,tanh,63-36-27,0.0004,adaptive,0.5,
82.21070811744386,94.40599769319492,tanh,63-36-27,0.0007,adaptive,0.4,
82.21070811744386,99.82698961937716,tanh,63-51-39-27,0.1,adaptive,0.5,
82.21070811744386,99.82698961937716,tanh,63-51-39-27,0.005,adaptive,0.4,
82.21070811744386,100.0,tanh,63-51-39-27,0.005,adaptive,0.05,
82.21070811744386,100.0,tanh,63-51-39-27,0.007,adaptive,0.007,
